,text,label
1417,HAD A PILOTLESS GLIDER IN TOW ON TAKEOFF  GLIDER PITCHED UP AND LIFTED TAIL  PROP HIT GROUND BEFORE TAIL LOWERED,II
1418,ENGINE COWLING OPENED ON CLIMBOUT  DECLARED EMERGENCY AND RETURNED  NO CAUSE FOR INFLIGHT OPENING FOUND,II
1419,FAILED TO RECOGNIZE OFFSET RUDDER TRIM OR CORRECT SWERVE ON TAKEOFF  ABORTED LATE IMPROPER PROCEDURES CAUSED OVERUN,ME
1420,UNSAFE GEAR LIGHT WHEN HANDLE UP  RETURNED  LANDED SAFELY  NOSE GEAR GROUND LOCK PIN NOT POSITIONED PROPERLY,II
1421,DOOR OPENED EN ROUTE  UNABLE TO COMMUNICATE WITH TOWER  DISRUPTED TRAFFIC  LANDED SAFELY,II
1422,FLEW AIRCRAFT BEING RESTORED WITHOUT PROPER INSPECTION OR ANNUAL  UPPER STRUT ATTACH BOLT MISSING  WING FOLDED UP,II
1423,ON TAKEOFF FIRE EXPLOSION RIGHT WING WHEN STROBES TURNED ON  HISTORY WING FUEL LEAK  AD ON SAME NOT COMPLIED,AU
1424,SAW TOP HALF OF CABIN DOOR AJAR  PRECAUTIONARY LANDING  FOUND DOOR SUPPORT ROD BROKEN  MADE REPAIRS AND CONTINUED,II
1425,"AFTER SEVERAL FORCED LANDINGS DUE TO ROUGH ENGINE WAS FORCED DOWN AGAIN  HAD BEEN IN STORAGE  RUST, VARNISH IN FUEL",DE
1426,FAILED TO DRAIN SUMPS PRIOR TAKEOFF AFTER AIRCRAFT SAT OUT IN HEAVY RAIN  ENGINE QUIT ON CLIMBOUT  CRASH LANDED,II
1427,"TOOK OFF WITH FULL FLAPS, WALLOWED AND CLIMBED NOSE HIGH AT SLOW SPEED UNTIL A STALL AND CRASH ",ME
1428,HELICOPTER ROLLED OVER ON LIFTING FROM OIL PLATFORM PAD  LEFT REAR TIEDOWN STRAP WAS STILL SECURED,II
1429,ENGINE RPM DROP AND VIBRATION  HIT SEVERAL OBSTRUCTIONS ON FORCED LANDING  INDICATES OIL TANK VALVE WAS OFF,II
1430,HIT ROOF ON TAKEOFF IN TURBULENCE  LOST CONTROL ENGINE FLOODED  RECOVERED MADE HARD LANDING  SEAT BELT NOT SECURED,II
1431,FIRST SOLO IN TAIL WHEEL AIRCRAFT  PUSHED TRIM KNOB INSTEAD OF POWER ON FINAL TOO LOW PUT IT INTO TREES OFF RUNWAY,ME
1432,NO FUEL AT REPAIR AIRPORT  GAUGES SHOWED RIGHT TANK EMPTY LEFT 20 GALLONS  DEPARTED  ENGINE QUIT  DITCHED OFF SHORE,II
1433,REPORT ENGINE QUIT  WAS RETURNIG  STALLED SHORT FINAL  BURNED ON IMPACT  FOAM PLUG ON CARB AIR DUCT NOT REMOVED,II
1434,BAGGAGE CART DISENGAGED FROM TOW HITCH AND ROLLED INTO PARKED AIRCRAFT  DAMAGED EMPANNAGE  DEFECT SERVICE EQUIPMENT,DE
1435,LANDED  DROPPED PASSENGER  ROSE TO LAND ON FAR SIDE OF WIRES  BURNERS FAILED  HIT WIRES  ACTUATOR WIRE WAS BROKEN,ME
1436,"TOOK OFF WITH CARGO LINE ATTACHED  LINE STRUCK TRAILS, REBOUNDED AND FOULED ROTOR BLADES  CRASHED IN FIELD ",II
1437,"PRACTICE ICING TAKEOFFS AND LANDINGS,CONTROLLER INSTRUCTED GO AROUND ENGINE QUIT,LANDED IN SNOW,FLIPPED OVER ",ME
1438,TOWER ADVISED PILOT FUEL VENTING FROM TANK AFTER DEPARTURE  RETURNED  SPRING LOADED FUEL CAP HAD POPPED OPEN,II
1439,OIL EXHAUSTION ON STUDENT CROSS-COUNTRY FLIGHT  FORCED LANDING  OIL FILLER CAP NOT SECURED  ENGINE OIL SIPHONED OUT,II
1440,ENGINE QUIT AFTER DEPARTURE  FORCED LANDING IN FIELD  FOUND THREE GALLONS OF WATER IN FUEL,II
1441,"DOOR CAME OPEN ON TAKEOFF,LOST CONTROL OF AIRCRAFT,STALLED,CRASHED INTO TREES OFF END OF AIRPORT AND BURNED ",II
1442,FIRE ERUPTED STARTING ENGINE  FAILED TO NOTE LOOSE COWLING  NO AIR FILTER  FUEL LINE NOT CAPPED,II
1443,ENGINE COWLING CAME LOOSE ON TEST FLIGHT  EMERGENCY LANDING DUE TO DAMAGED ROTORS,II
1444,PARTIAL POWER LOST ON GLIDER TOW  UNHOOKED GLIDER  LANDED SHORT OF RUNWAY  NOSED OVER  HAD OIL STARVATION,II
1445,LIFTED OFF TRAILER TO REPARK  ENCOUNTERED DYNAMIC ROLLOVER  A SKID WAS STILL TIED DOWN,II
1446,LOST POWER ON CLIMBOUT  TURNING BACK AND LANDING AT AIRPORT STRUCK POLES  FOUND WATER IN FUEL,II
1447,RAN OUT OF FUEL EN ROUTE AT NIGHT  ON FORCED LANDING STRUCK TREES AND UTILITY POLE  FUEL CAP MISSING  SIPHONED FUEL,II
1448,LOST POWER ON TAKEOFF  CFI TOOK OVER  LANDED IN MARSH  NOSED OVER  5 GAL OF WATER IN FUEL SYSTEM  WATER AT SOURCE,II
1449,ON DEPARTURE FROM BOSTON UNABLE TO RETRACT NOSE GEAR  GROUND CREW FAILED TO CLOSE EXTERIOR GEAR HANDLE LEVER,II
1450,"FIRE FROM RIGHT ENGINE ON CLIMB, RETURNED  OIL LEAK ONTO HOT EXHAUST SYSTEM FROM UNSECURED OIL DIPSTICK ",II
1451,HIGH AND FAST BEGAN GO AROUND TRAILING SMOKE  LOST POWER STALLED BURNED ON IMPACT  BOOST PUMP ON MADE RICH MIXTURE,ME
1452,PILOT STATED ON LANDING AIRCRAFT HIT BUMP ON RUNWAY  BOUNCED  MADE A GO AROUND  NOSE GEAR BROKE ON LANDING,AF
1453,LOST POWER ON CLIMBOUT  TRIED RETURN  LANDED IN FALLOW FIELD  NOSED OVER WATER IN FUEL,II
1454,ON CLIMB PILOT STARTED TO DESCEND DUE TO ICING PROBLEMS  RETURNED TO AIRPORT  COPILOT UNQUALIFIED IN AIRCRAFT,ME
1455,RIGHT ENGINE DID NOT ACCELERATE NORMALLY  ABORTED  FOUND ENGINE INLET COVER WAS PARTIALLY INGESTED INTO AIR INLET,II
1456,STALLED AND CRASHED INTO RESIDENCE AFTER TAKEOFF  ATC ADVISED PILOT FLAPS APPEARED EXTENDED,II
1457,RAN OUT OF FUEL ON FERRY FLIGHT  LEFT PONTOON SEPARATED LANDING IN A POND  FUEL CAP NOT SECURED  FUEL SIPHONED,II
1458,TURNING BASE LOST POWER  LANDED IN GRAVEL PIT  NOSED OVER  HAD PULLED MIXTURE CONTROL INSTEAD OF CARB HEAT CONTROL,ME
1459,HIGH ON COUPLED APPROACH  LETDOWN AT 2000 FPM  AUTO PILOT OVERCONTROLLED INTERCEPTING GLIDE PATH  AIRFRAME DAMAGED,ME
1460,"TRIED TO GO AROUND WITH LEAN MIXTURE AND FULL FLAPS   RIGHT ENGINE STALLED,LOST CONTROL BELOW VMC  CARTWHEELED ",ME
1461,COCKPIT DOOR OPENED AFTER DEPARTURE  RETURNED  LANDED WITHOUT INCIDENT,II
1462,"ON THIRD TRY FOR LANDING, BEGAN GO AROUND, FULL FLAPS  UNABLE CLIMB, ABORTED  RAN OFF END RUNWAY INTO TREES ",ME
1463,WHILE TAXIING THE RIGHT GEAR BROKE THROUGH THE ASPHALT AND BECAME STUCK ON TAXIWAY,AF
1464,SWITCHED TANKS TURNING FINAL AFTER DROPPING BANNER  ENGINE QUIT  NOSED OVER IN WHEAT FIELD  DID NOT DRAIN SUMPS,II
1465,PILOT FAILED TO REMOVE CHAIN FROM PROPELLER DURING PREFLIGHT  VIBRATION INFLIGHT  FOUND DAMAGE AT DESTINATION,II
1466,BEGAN TEST FLIGHT FROM maintenance WITH RUDDER TRIM NEAR FULL LEFT  ABORTED AND RAN THROUGH FENCE AT END RUNWAY,II
1467,"DOOR CAME OPEN ON LIFTOFF  TRIED GO AROUND,LOST POWER AT 300 FT,CRASHED AND BURNED OFF END OF AIRPORT ",II
1468,TOP DOOR LATCH OPENED ON TAKEOFF ROLL  ABORTED  RAN OFF END OF RUNWAY,II
1469,TOOK OFF DOWNWIND WITH FULL FLAPS EXTENDED AND OVER GROSS WEIGHT  STRUCK MARKED WIRES AND CRASHED,II
1470,DEPARTED INTO IMC WITH INOP GENERATOR AND ONLY BATTERY POWER  BATTERY WENT DEAD HIT TREES AND FENCE ON ASR APPROACH,AU
1471,"ROUGH ENGINE ON LIFTOFF,ABORTED SAFELY BUT ENGINES DAMAGED BY JET FUEL PUMPED BY MISTAKE  PILOT FAILED TO CHECK ",II
1472,PILOT FAILED TO REMOVE YOKE LOCK ON TAKEOFF  RAN OFF SIDE OF RUNWAY  NOSE GEAR COLLAPSED,II
1473,PILOT DID NOT COMPLETE PREFLIGHT  ON START UP LEFT ENGINE FLAMED OUT  INLET COVER ON AND PARTLY INGESTED,II
1474,OBSERVED SPINNING TO IMPACT  OVER GROSS  FULL FLAPS FULL UP  TRIM FUEL UNPORTED,ME
1475,"TRIED TO DEPART WITH FULL FLAPS  UNABLE TO CLIMB,STRUCK TREES AND POWERLINE ",ME
1476,RIGHT BANK AND PITCH-UP ON LANDING FLARE  DAMAGED RIGHT MAIN GEAR  AUTO PILOT SWITCH BUMPED ON,ME
1477,GEAR MOTOR RUNNING ON TAXI  NOSE GEAR BEGAN RETRACT ON TAKEOFF  ABORTED LANDED GEAR UP HAD GEAR LEVER UP AT START,II
1478,RIGHT WING FOLDED ON TAKEOFF CLIMB  HOMEBUILT CRASHED INTO TREES  RIGHT WING RETAINING PINS WERE ABSENT,II
1479,HELICOPTER ROLLED OVER ON LIFTOFF FROM TRAILER  REFUELING HOSE MISPLACED OVER LANDING SKID,II
1480,GLIDER DID NOT GAIN ALTITUDE ON TAKEOFF  SPOILERS WERE NOT CLOSED  ABORTED AND LANDED IN PASTURE  HIT STREET LIGHT,II
1481,RAN OUT OF FUEL NEAR DESTINATION  STRUCK AUTO LANDING ON HIGHWAY  LOOSE FUEL CAP SIPHONED FUEL  GAUGES INACCURATE,II
1482,ENGINE QUIT ON TAKEOFF  PUT ON FUEL PUMP ENGINE STARTED  TURNED PUMP OFF ENGINE QUIT  HIT TREES  NO DEFECTS FOUND,ME
1483,PILOT IMPROPERLY SET HIS RADIO SELECTOR SWITCH GIVING INDICATION OF RADIO FAILURE  UNABLE TO COMMUNICATE WITH ATC,ME
1484,ON LANDING ROLL PORTABLE OXYGEN BOTTLE UNDER SEAT ROLLED FORWARD AND JAMMED RUDDER PEDALS  EXITED RUNWAY,II
1485,TURBULENCE ON CLIMBOUT  FLICK MAGNETO BROKE LOOSE IN BAGGAGE SPACE AND CRASHED THROUGH REAR WINDOW,II
1486,DEPARTED IFR WITH INOPERATIVE VACUUM PUMP  LOST POWER  CRASHED INTO TREES  FUEL SELECTOR ON EMPTY TANK  FULL OTHER,AU
1487,FUEL EXHAUSTION OCCURED AFTER SWITCHING TANKS  DIVERTED FOR LANDING  TANKS HAD FUEL  SUSPECT ICE IN LINE,II
1488,YAWED 180 DEGREES AND SETTLED HARD TO RUNWAY WHILE TAXIING TO RUNWAY  HYDRAULIC TEST AND OFF SWITCHES IDENTICAL,ME
1489,GLIDER PITCHED UP ON TAKEOFF WAS SAFELY RELEASED AND DIVED INTO GROUND  PILOT HAD NEGLECTED TO HOOK UP ELEVATORS,II
1490,ENGINE QUIT ON CLIMBOUT  STALLED  SPUN IN  NEGLECTED INSTALL ENGINE DRIVEN FUEL PUMP PER PLANS  AUX PUMP OFF,ME
1491,STALLED AND FELL INTO LAKE ON TEST FLIGHT  ENGINES NOT CAPABLE FULL POWER DUE TO OPEN SURGE VALVES AND CABIN AIR ON,ME
1492,OIL STARTED SPRAYING UPON WINDSHIELD IN FLIGHT  PRECAUTIONARY LANDING  FOUND OIL DIPSTICK HAD BEEN LEFT OFF,II
1493,NOSE GEAR COLLAPSED WHEN PILOT ENTERED TAXIWAY UNDER CONSTRUCTION  POORLY LIGHTED AND NO WARNING SIGNS,AF
1494,FUEL CAP MISSING FROM RIGHT TANK AND GAS ESCAPING WHILE TAXIING  REPLACED CAP  RESUMED FLIGHT WITHOUT CLEANING WING,II
1495,UNABLE TO RETRACT LANDING GEAR AFTER TAKEOFF  GEAR BY-PASS HANDLE WAS LEFT IN THE BY-PASS POSITION ON TAKEOFF,II
1496,TRIED TO DEPART SHORT CLOSED STRIP AFTER LANDING DUE LOW OIL  UNABLE RAN OFF END  PISTON RINGS BROKEN  LOST TEMPER,AU
1497,LEFT ENGINE QUIT ON CLIMBOUT  LANDED GEAR UP OFF AIRPORT  HAD FEATHERED WRONG PROP  MIXTURE TOO RICH ON LEFT ENGINE,AU
1498,RIGHT ENGINE CAUGHT FIRE ON CLIMB  SHUT DOWN AND RETURNED  OIL DIPSTICK HAD BEEN LEFT OFF,II
1499,"ATC REQUESTED PILOT TO EXPEDITE ROLLOUT  LOST CONTROL, VEERED AND STRUCK LIGHTS  RUNWAY HAD UNGROOVED PATCHES ",AF
1500,PARTIAL POWERLOSS ON CLIMBOUT  CRASH LANDED TRYING TO RETURN  HAD KNOWN EXHAUST SYSTEM LEAKS  OUT OF ANNUAL,AU
1501,ENGINE QUIT ON CLIMBOUT  FORCE LANDED IN LAKE OFF END OF RUNWAY  PILOT BELIEVED FUEL SELECTOR OFF ON TAKEOFF,II
1502,NOSE GEAR COLLAPSED ON ROLLOUT  NO MECHANICAL FAILURE BUT HYDRAULIC RESERVOIR LOW AND GEAR DID NOT LOCK,II
1503,PILOT REPORT SEAT SLID BACK ON TAKEOFF ROLL  UNABLE REACH CONTROLS RAN OFF END RUNWAY  NO DEFECTS IN SEAT LATCH,II
1504,ROUGH ENGINE POWER LOSS AND BLACK SMOKE  HIT TREE IN YARD OF RESIDENCE  PRIMER UNLOCKED AND DEPARTED ON ONE MAGNETO,II
1505,AIRCRAFT PASSENGER DOOR BLEW OPEN AND SEPARATED ON CLIMB  RETURNED AND LANDED WITHOUT INCIDENT,II
1506,RESTARTED MOVEMENT OF CONTROL WHEEL ON TAKEOFF  ABORTED VEERED OFF RUNWAY  FOLDED SEAT BACK RESTRICTED WHEEL,II
1507,LANDED GEAR UP  ABORTED TAKEOFF AFTER LIFTOFF WITH GEAR UP  DUE TO RIGHT ENGINE COWLING NOT BEING SECURED,II
1508,ATC SYSTEM ERROR CAUSED CONFLICTION BETWEEN AN EN ROUTE AIRCRAFT AND A LANDING MILITARY AIRCRAFT,AI
1509,TAXIED WITHOUT REMOVING TOW BAR IN NOSE GEAR  PROP HIT TOW BAR AND HURLED IT INTO LEFT WING,II
1510,FUEL EXHAUSTION  SWITCHED TANKS BUT UNABLE TO RESTART  LANDED ON HIGHWAY  FUEL DRAIN TRAPPED OPEN AND LEAKING,II
1511,TAKEOFF WARNING HORN SOUNDED ON TAKEOFF ROLL  ABORTED  SPEEDBRAKE HANDLE WAS FULLY STOWED IN DOWN DETENT,II
1512,WHILE TAXIING FOR TAKEOFF PAVEMENT GAVE AWAY  WHEEL FELL THRU DEEP HOLE  PAVEMENT UNDERMINED BY BROKEN DRAIN PIPE,AF
1513,FUEL EXHAUSTION  EMERGENCY LANDING ON A DIRT ROAD  FOUND FUEL CAP OFF FILLER NECK OF FUEL TANK,II
1514,"HIGH ALTITUDE TAKEOFF,RICH MIXTURE AND FULL FLAPS  ROTATED NOSE HIGH,STALLED IMPACTED RUNWAY  NOSED OVER ",ME
1515,ENGINE FAILED  FORCED LANDING IN FIELD  LEFT FUEL TANK CAP MISSING  HAD NEGATIVE PRESSURE FUEL STARVATION,II
1516,RIGHT WING TOUCHED RUNWAY ON LANDING  CO-PILOT STATED BETA LIGHT ON RIGHT ENGINE CAME ON,ME
1517,GEAR HANDLE WAS IN UP POSITION AND CREW FAILED TO NOTICE  NOSE GEAR RETRACTED WHEN ENGINE WAS STARTED,II
1518,BANGING NOISE DURING TAKEOFF  RETURNED  FOUND FUELING ACCESS DOOR UNLATCHED,II
1519,LOST ELECTRONICS  LOST CONTROL ON LANDING WITH MANUAL GEAR NOT LOCKED  HAD FAILED TURN ON GENERATOR SWITCH,ME
1520,ENGINE OVERHEATING  DIVERTED FOR LANDING  FOUND ENGINE INLET COVERS IN PLACE  PILOT STATED RUSHED PREFLIGHT,II
1521,LOST POWER ON OVERWATER CLIMBOUT AND DITCHED  HAD FAILED TO TURN ON REQUIRED BOOST PUMP SWITCHES,ME
1522,FUEL LEAKING FROM AIRCRAFT  RETURNED  FOUND RIGHT FUEL CAP WAS MISSING,II
1523,ENGINE OVERHEATING LOW OIL PRESSURE  PROPELLER PROBLEMS   PRECAUTIONARY LANDING  AIR INTAKE COWL COVERS NOT REMOVED,II
1524,HELICOPTER ON CART  OIL LEAK TEST  BEGAN TO SPIN AS PILOT TRIED TO BECOME AIRBORNE TO AVOID MECHANIC  ROLLED OVER,ME
1525,ENGINE STARTED WHEN PILOT ROTATED PROPELLER TO CHECK COMPRESSION  MAGNETOS WERE LEFT ON FROM PREVIOUS FLIGHT,II
1526,"TOOK OFF IN GLIDER TOW WITH DIVE BRAKES OPEN  PILOT SAW THEM AS TOW PLANE RELEASED TOO LOW,HIT WIRES AND POWER POLE",II
1527,FORGOT TO REMOVE CONTROL LOCK ON PREFLIGHT  ON TAKEOFF AIRCRAFT PORPOISED DAMAGING GEAR AND PROPELLER,II
1528,GROUND LOOPED ON TAKEOFF ROLL IN A STRONG GUST QUARTERING CROSSWIND  HAD NEGLECTED TO INSURE TAILWHEEL WAS LOCKED,II
1529,FAILED RESET BACK TRIM FOR TAKEOFF WITH BACK SEAT LOAD  NOSE HIGH PREMATURE TAKEOFF  STALLED  NO FULL LOAD TRAINING,ME
1530,TAXIWAY GAVE WAY UNDER RIGHT MAIN LANDING GEAR OF AIRCRAFT WHILE WAITING FOR DEPARTURE,AI
1531,"ENGINE MISSING ON CLIMBOUT  DESCENDED BELOW TREES  FOUND IN POND  ELECTRIC FUEL PUMP OFF, ON TAKEOFF SHOULD BE ON ",ME
1532,ENGINE QUIT RETURNING AFTER JUMPERS AWAY  ATTEMPED FORCED LANDING COLLIDED WITH TREES HALFMILE FROM RUNWAY,AU
1533,LOST BOTH ENGINES  HIT VEHICLE ON FREEWAY ON LANDING  FUEL LINE LEAKING LEFT ENGINE  WATER IN FUEL RIGHT ENGINE,AU
1534,REPORTED PROBLEM ON CLIMBOUT  STALLED AND CRASHED  NO LOCKING PINS IN SEAT TRACK  SEAT PIN BENT  BELT NOT FASTENED,II
1535,ON TAKEOFF LOOSE FUEL CAP SPILLED FUEL  ABORTED  WING EXPLODED ON RESTART  JUMPED OUT  AIRCRAFT STRUCK LIGHT POLE,II
1536,FIRE IN FLIGHT  CRASH LANDED AND BURNED  TURBOCHARGER EXHAUST PIPE CAME OFF  PILOT AWARE LOSS OF POWER PRIOR FLIGHT,AU
1537,ENGINE QUIT ON DOWNWIND  STRUCK DIRT BANK SHORT OF RUNWAY  FUEL TANKS HAD LARGE AMOUNTS WATER INCLUDING CARB BOWL,II
1538,ENGINE ROUGH TAXIING OUT AND TAKEOFF  CLIMBED SLOWLY  STRUCK TREES OFF END RUNWAY  BURNED  NO ENGINE DEFECTS,AU
1539,NEGLECTED TO TURN ON OIL SUPPLY VALVE PRIOR TO TAKEOFF  LOST OIL PRESSURE  ELECTED TO LAND ON A ROAD  WING HIT SIGN,II
1540,STRONG SURFACE WINDS DAMAGED AILERON BELLCRANK WHILE TIED DOWN  PILOT FAILED NOTE ON PREFLIGHT  CRASHED ON TAKEOFF,II
1541,SMOKE IN COCKPIT  ENGINE FAILED  FORCED LANDING IN FIELD  OIL DIP STICK HAD NOT BEEN REPLACED,II
1542,ENGINE OVERHEATED  LANDED ON A ROAD TO CHECK  WIND STRUCK GAS METER PIPE  A RAG WAS COVERING THE OIL COOLER,II
1543,"LIFTED TO A HOVER,DRIFTED SIDEWAYS,STRUCK GROUND AND ROLLED OVER  CYCLIC CONTROL FRICTION SET TOO TIGHT ",ME
1544,PILOT MADE EMERGENCY GEAR UP LANDING IN FIELD AFTER TAKEOFF  WATER IN FUEL AND INJECTOR NOZZLES FOULED,II
1545,GUS LOCK STRING WRAPPED AROUND CONTROL STICK IN FLIGHT  WING HIT GROUND AS PILOT TRIED FREE CONTROL  CARTWHEELED,II
1546,DEBRIS IN COCKPIT BLINDED PILOT ON SWATH RUN  PULLED UP HIT TREES LANDED ON ROAD OVERSHOT INTO FENCE AND TREES,II
1547,CAPTAIN SET TRANSPONDER TO INCORRECT BEACON CODE  WAS NOT RADAR IDENTIFIED UNTIL 32 MINUTES INTO THE FLIGHT,ME
1548,BOTH ENGINES QUIT  DITCHED IN OCEAN NEAR SHORE  POSSIBLY NOT REFUELED PROPERLY LAST REFUELING,II
1549,DOOR CAME OPEN ON CLIMBOUT  UNABLE TO CLOSE  CIRCLING TO LANDING FLEW INTO GROUND,II
1550,LOST POWER RIGHT ENGINE FEATHERED BUT UNABLE maintain FLIGHT LANDING ON HIGHWAY HIT A TRUCK AIR FILTER WAS BLOCKED,ME
1551,PILOT SWITCHED TANKS AND SAW FUEL SIPHONING FROM TANK FILLER CAP  PRECAUTIONARY OFF AIRPORT LANDING,II
1552,USED BOLT FOR CONTROL LOCK  OVERLOOKED PRIOR TAKEOFF  ABORTED AFTER LIFTOFF HIT RUNWAY NOSE FIRST  CRUSHED FIREWALL,II
1553,ENGINE LOST POWER ON CLIMBOUT WITH FOUR JUMPERS ON BOARD  OVERSHOT OPEN FIELD  SERVERE CARBURETOR ICING CONDITIONS,II
1554,ENGINE LOST POWER ON APPROACH  LANDED SHORT OF RUNWAY  FUEL WAS CONTAMINATED,II
1555,"EARLY LIFT OFF WITH 30 DEGREES FLAPS  STAYED BEHIND POWER CURVE,STALLED AVOIDING RISING TERRAIN  AT GROSS WEIGHT ",ME
1556,LOST POWER ON TAKEOFF ABORTED  STRUCK AIRPORT FENCE  BLOCKED EXHAUST MANIFOLD  ADVISED NOT TO FLY  NO FERRY PERMIT,AU
1557,COCKPIT DOOR OPENED ON CLIMBOUT  RETURNED  MADE A HARD LANDING  BLEW LEFT MAIN TIRE AND BENT LEFT PROPELLER,II
1558,LOST OIL PRESSURE  OVERSHOT RUNWAY  OVERTURNED INTUNDRA  OIL FILLER CAP NOT SECURED  BALL TYPE CHECK VALVE NOT USED,II
1559,OIL ON WINDSHIELD ON CLIMBOUT  MADE A 180 TO COME BACK TO RUNWAY  COLLIDED WITH A FENCE  OIL FILLER CAP NOT SECURED,II
1560,ENGINE QUIT ON TAKEOFF CLIMB  ON FORCED LANDING STRUCK TREE  DID NOT USE BOOST PUMP PER AIRCRAFT FLIGHT MANUAL,ME
1561,TOOK OFF WITH RIGHT AILERON CONTROL LOCK IN PLACE  MADE LEFT UNCONTROLLED TURN INTO AIRPORT FENCE,II
1562,REPAIRED RIGHT STRUT WITH BAD SEAL WITH O RING  STRUT FAILED EXTEND ON TAKEOFF  LOST CONTROL GROUND LOOPED LANDING,II
1563,MAIN CARGO DOOR OPENED AFTER TAKEOFF  DUMPED FUEL AND RETURNED  LANDED SAFELY,II
1564,SET AMPHIBIAN PARKING BRAKE AT MOORING  OVERLOOKED BRAKE ON FOR LANDING AT AIRPORT  VEERED OFF RUNWAY  NOSED OVER,ME
1565,ENGINE QUIT ON AERIAL FIRE BURN SURVEY  LANDED ON SLOPE  ROLLED OVER  DEPARTED MINIMUM FUEL  DEPLETED BY LEAKY SUMP,II
1566,NOTICED FUEL VENTING OVERBOARD  EMERGENCY LANDING AT CLOSED AIRPORT  FUEL CAPS PUT ON WRONG,II
1567,ENGINE QUIT ON CLIMBOUT  TRIED TO LAND ON ADJACENT RUNWAY BUT SETTLED IN STEEP TURN  HIT FENCE  WATER IN FUEL,II
1568,"UNCONTROLLED RIGHT TURN ON LIFTOFF,UNABLE TO CORRECT  DUAL CONTROL BLOCKED BY PASSENGERS LEG  DEBRIS INJURIES ",II
1569,FAILED TO UNFASTEN A STRAP HOLDING A SKID ON TRAILER  HELICOPTER FELL OVER ON ITS SIDE DURING ATTEMPTED LIFTOFF,II
1570,"LOST POWER,STRUCK WIRES LANDING IN SCHOOL YARD  FUEL SELECTOR EMPTY TANK  BOOST ON  SPARK PLUGS SOOTED ",ME
1571,ON LIFT OFF AIRCRAFT MADE TIGHT LEFT TURN  IMPACTED BETWEEN RUNWAYS  AUTOPILOT ON  CFI UNFAMILIAR WITH DISCONNECT,II
1572,OIL ON WINDSCREEN  STRUCK TREES TRYING FOR PRECAUTIONARY LANDING  FOUND OIL FILLER CAP NOT SECURED,II
1573,ENGINES LOST POWER ON CLIMBOUT  CRASH LANDED OFF END RUNWAY  LINEMAN HAD FUELED CONVAIR WITH JET FUEL INSTEAD AVGAS,II
1574,LOST POWER EN ROUTE  STRUCK A TREE LANDING ON A ROAD AT NIGHT  FOUND WATER IN THE FUEL,II
1575,NOSE GEAR FOLDED ON LANDING ROLLOUT  RETRACTION ROD WAS BENT  PRIOR HARD LANDINGS,II
1576,LOST POWER ON DESCENT TO SPRAY FIELD  NOSED OVER IN WET WHEAT  WORN MAGS DIRTY OIL  INCORRECT WORN IGNITERS FACTORS,DE
1577,AIRCRAFT DEPARTED WITHOUT THE EMERGENCY ESCAPE HATCH PROPERLY LATCHED  RETURNED  HATCH SECURED AFTER LANDING,II
1578,"LEFT FUEL TANK VENT BLOCKED, ENGINE QUIT TURNING FINAL DUE CAVATATION OF FUEL  LANDED HARD,SHORT OF RUNWAY ",II
1579,PUMPED WATER FROM FLOATS WHILE DRIFTING TOWARDS A BRIDGE  TAKEOFF ATTEMPTED  ABORTED  AIRCRAFT NOSED OVER,II
1580,ENGINE OVERHEATED IN FLIGHT  STRUCK A LOG AND OVERTURNED ON PRECAUTIONARY LANDING  FORGOT TO SERVICE COOLANT,II
1581,"DURING NR2 ENGINE RUNUP ON TAXIWAY SEVERAL LARGE PIECES OF ASPHALT WERE HURLED INTO AIR,HIT TAIL ON maintenance RUN",AF
1582,NEGLECTED TO REMOVE CONTROL LOCK  ABORTED TAKEOFF UPON DISCOVERY  RAN OFF END RUNWAY  STRUCK LIGHTS AND A FENCE,II
1583,AFTER LIFTOFF PILOT NOTICED RIGHT FUEL CAP MISSING  ABORTED  LANDED ON SAME RUNWAY  RAN OFF SIDE OF RUNWAY,II
1584,WRECKAGE INDICATES PILOT EXERTED CONTROL PRESSURE WITH AUTOPILOT ON CAUSING RUNAWAY TRIM LOST CONTROL AND CRASHED,ME
1585,STUDENT ON FIRST SOLO  WINDOW POPPED OPEN  LOST CONTROL AND RAN OFF RUNWAY TRYING TO CLOSE WINDOW,II
1586,FAILED TO CLIMB ON TAKEOFF FROM SHORT STRIP  SETTLED TO GROUND  REPORTED LOW RPM  FOUND PROP IN CRUISE PITCH,ME
1587,CABIN DOOR OPENED ON TAKEOFF ROLL  ABORTED AND RAN OFF END OF RUNWAY  NOSE GEAR COLLAPSED,II
1588,FUEL LEAK ON CLIMB  RETURNED  LEAKING FUEL WAS DUE TO A LOOSE GAS CAP,II
1589,ENGINE QUIT  COLLIDED WITH A BUILDING ON FORCED LANDING  FOUND WATER IN FUEL FROM A FIELD FUEL TRUCK,II
1590,ENGINE LOST POWER AFTER TAKEOFF  LANDED IN FIELD  FOUND ICE JAM IN SUMP DRAIN BEFORE FLIGHT,II
1591,ON LOADING TAIL HIT RAMP  ON TAKEOFF REPORTED JAMMED ELEVATORS WANTED RETURN  TRAFFIC ON RUNWAY  LOST CONTROL,II
1592,LEFT ENGINE SHUT DOWN FOR TRAINING  RESTART UNSUCCESSFUL  NO SAFE GEAR INDICATION  LANDED IN FIELD NEXT TO AIRPORT,ME
