,0
"LOST POWER  STRUCK A BACK HOE ON FORCED LANDING  WATER IN POORLY DESIGNED SUMP FUEL SYSTEM   PILOT EXECUTED TAKE OFF ON RWY   WHILE ATTEMPTING LEFT HAND TURN UT, ENGINE BEGAN LOSING POWER  ALTHOUGH ENGINE CONTINUED TO RUN, POWER WAS NEVER RESTORED  INSTEAD OF A STRAIGHT OUT EMERGENCY MANEUVER, PILOT ATTEMPTED A 180 DEGREE TURN BACK TO RUNWAY   FALLING SHORT OF RUNWAY, AIRCRAFT STRUCK HEAVY EARTH MOVING EQUIPMENT  A POST ACCIDENT INVESTIGATION FOUND WATER IN BOTH CARBURETORS AND IN THE MAIN FUEL BOWL ",1
"AIRCRAFT TAXIED INTO A SNOW BANK WITH RIGHT MAIN LANDING GEAR WHILE TAXIING TO THE NORTH DE-ICE PAD AT PITTSBURGH  AIRCRAFT WAS ON THE YELLOW TAXI LINE WHEN RIGHT MAIN GEAR HIT THE SNOW BANK   INADEQUATE SNOW REMOVAL WAS DIRECTLY RELATED TO THIS EVENT   THIS WAS NO FAULT OF THE CREW, PASSENGERS WERE NOT INJURED, AND NO DAMAGE WAS DONE TO THE AIRCRAFT   SUBMISSION OF THIS REPORT CLOSES THIS INCIDENT ",1
"AFTER LANDING, N305EC EXITED RUNWAY 28 AT TAXIWAY CHARLIE  THE AIRCRAFT WAS NEAR CENTERLINE WHEN THE NOSE WHEEL TRANSITED A POTHOLE COLLAPSING THE NOSE GEAR  THE POTHOLE APPEARS IN A PHOTOGRAPH TO BE APPROXIMATELY FOUR INCHES DEEP, ABOUT A FOOT IN DIAMETER AND TANGENT TO THE CENTERLINE OF THE TAXIWAY  THE PUSH RODS ON THE NOSE GEAR LEG FAILED AND THE NOSE GEAR COLLAPSED  THERE APPEARED TO BE PREVIOUS FATIGUE CRACKS COVERING APPROXIMATELY FIFTY PERCENT ON ALL FOUR LOLIPOPS  REPAIRS WILL BE MADE AT MSY PRIOR TO RETURNING THE AIRCRAFT TO HOUSTON  THIS AIRCRAFT HAD A SIMILAR NOSE GEAR COLLAPSE ON NOVEMBER 1, 1997 ",1
"TWA, FLIGHT 580 DEPARTED RUNWAY 32 AT LINCOLN, NE  DURING CLIMB CABIN FAILED TO PRESSURIZE   AIRCRAFT RETURNED TO LINCOLN, NE LANDING ON RUNWAY 32   THE CREW DISCOVERED THE AFT CARGO DOOR WASN'T SECURE LEFT OPEN ",1
"aircraft TOOK OFF AND CLIMBED TO APPROX 150 FEET AGL AT WHICH POINT BEGAN TO LOSE POWER, aircraft TO LAND IN A GRASSY AREA   ON JUNE 7, 1998, AT 1117 HOURS PDT, A PIPER PA-28-181, N451, WAS SUBSTANTIALLY DAMAGED DURING A FORCED LANDING AT GILLESPIE FIELD, EL CAJON, CAL  NEITHER THE INSTRUCTOR PILOT OR THE DUEL STUDENT PILOTS WERE INJURED   THE INSTRUCTOR PILOT STATED THAT DURING A DEPARTURE CLIMBOUT FROM RUNWAY 27L ABOUT 100 FEET AGL THE ENGINE LOST POWER   LOWERING THE NOSE OF THE AIRCRAFT THE ENGINE REGAINED POWER, HOWEVER, ONCE THE NOSE WAS RAISED POWER FAILED   INVESTIGATION REVEALED THE AIRCRAFT'S MAIN FUEL STRAINER BOWL QUICK DRAIN MAY HAVE BEEN OPEN, OR PARTIALLY OPEN, RESULTING IN A LEAN FUEL MIXTURE ANY TIME THE NOSE OF THE AIRCRAFT WAS RAISED   THE PIC HAS BEEN COUNSELED REGARDING PREFLIGHT PROCEDURES    THE INSTRUCTOR PILOT WAS DEPARTING WITH TWO BEGINNING STUDENT PILOTS FOR A LOCAL AREA FLIGHT   THE INSTRUCTOR STATED THAT DURING THE INITIAL CLIMB, ABOUT 50 TO 100 FEET AGL, THE ENGINE QUIT AND HE FORCE LANDED BEYOND THE RUNWAY END  ACCORDING TO AN FAA INSPECTOR ON SCENE, DURING THE PREFLIGHT THE FUEL GASCOLATOR DRAIN MAY HAVE BEEN LEFT OPEN DURING THE PREFLIGHT   THE  FLIGHT INSTRUCTOR WAS COUNSELED BY THE FAA ON PREFLIGHT PROCEDURES ",1
"BEFORE DEPARTURE ON A FERRY FLIGHT, BOTH PREVIOUSLY DAMAGED PROPELLERS WERE REMOVED AND REPLACED  AN INCORRECT PROPELLER WAS INSTALLED ON THE LEFT POSITION BY A PERSON WITH A REVOKED MECHANIC'S CERTIFICATE   THE FLIGHT DEPARTED WITH FULL FUEL TANKS, ALL GEARS BRACED DOWN, AND NO RADIOS   AFTER TAKEOFF WHILE FLYING WITH ANOTHER AIRPLANE, THE PILOT MOTIONED BY HAND SIGNALS THAT HE NEEDED TO LAND   THE PILOT LANDED IN A FIELD WITH NO FLAPS AND AFTER ROLLING APPROXIMATELY 300 FEET, THE AIRPLANE BECAME AIRBORNE, THEN COLLIDED WITH SEVERAL TREES   POST ACCIDENT EXAMINATION REVEALED THAT THE RIGHT PROPELLER WAS FEATHERED   EXAMINATION OF THE FUEL VENT SYSTEM REVEALED ALL RECOVERED FUEL VENTS WERE BLOCKED; AN INSECT RESEMBLING A WASP WAS FOUND IN A SECTION OF THE LEFT FUEL VENT LINE   EXAMINATION OF THE FLIGHT CONTROLS, ENGINES, AND PROPELLERS REVEALED NO EVIDENCE OF PRE-IMPACT FAILURE OR MECHANICAL MALFUNCTION   THE NO  1 TOP SPARK PLUG OF THE LEFT ENGINE WAS MISSING   THE PILOT'S AIRMAN CERTIFICATE WAS SUSPENDED FOR 180 DAYS IN FEBRUARY 1996, FOR OPERATING AN AIRPLANE WITH INCORRECT PROPELLERS INSTALLED   THE PERMANENT maintenance RECORDS DID NOT CONTAIN AN ENTRY THAT THE AIRPLANE W AS INSPECTED AND FOUND TO BE SAFE FOR THE INTENDED FERRY FLIGHT   19 ON APRIL 23, 1999, ABOUT 1800 CENTRAL DAYLIGHT TIME, A BEECH B95A, N6600, PURCHASED ON APRIL 9, 1999, BY U S  AIR SALVAGE, COLLIDED WTIH TREES DURING A FORCED LANDING NEAR FOUNTAIN, FLORIDA   VISUAL METEOROLOGICAL CONDITIONS PREVAILED AT THE TIME AND NO FLIGHT PLAN WAS FILED FOR THE  CFR PART 91 FERRY FLIGHT   THE AIRPLANE WAS DESTROYED AND THE PRIVATE-RATED PILOT, THE SOLE OCCUPANT, WAS FATALLY INJURED   THE FLIGHT ORIGINATED BY 17, FROM THE PANAMA CITY-BAY COUNTY INTERNATIONAL AIRPORT, PANAMA CITY, FLORIDA  THE FLIGHT DEPARTED WITH THE LANDING GEAR BRACED DOWN   ACCORDING TO THE PILOT'S FATHER, THE ACCIDENT AIRPLANE DID NOT HAVE ANY RADIOS FOR COMMUNICATION AND BOTH DEPARTED TOGETHER   AFTER DEPARTURE, THE PILOT HIS SON OF THE ACCIDENT AIRPLANE MOTIONED TO HIM BY VISUAL SIGNALS THAT HE NEEDED TO LAND THE AIRPLANE   THE PILOT OF THE ACCIDENT AIRPLANE TOUCHED DOWN IN AN OPEN FIELD, ROLLED SEVERAL HUNDRED FEET, THEN BECAME AIRBORNE AND COLLIDED WITH TREES   THE LEFT WING SEPARTED AS ONE SECTION, THE RIGHT WING SEPARATED INTO TWO SECTIONS, AND THE NOSE SECTION OF THE AIRPLANE WAS ALSO SEPARATED              FROM THE AIRPLANE  THE INVESTIGATION CONTINUED                             THE AIRCRAFT WITH THE LANDING GEAR BRACED IN THE DOWN POSITION WAS ON A FERRY FLIGHT FROM PANAMA CITY, FL TO JOHNSON CITY TN  SHORTLY AFTER TAKEOFF THE PILOT MADE A FORCED LANDING IN A SMALL FIELD, ROLLED SEVERAL HUNDRED FEET BEFORE COLLIDING WITH PINE TREES, DESTROYING THE AIRCRAFT   THE LEFT WING SEPARATED AS ONE SECTION, THE RIGHT WING SEPARATED INTO TWO SECTIONS, AND THE NOSE SECTION SEPARATING AND OPENED UP TO EXPOSE THE COCKPIT AREA   INITIAL INVESTIGATION REVEALED THE FUEL VENT SYSTEM STOPPED UP, LEFT ENGINE #1 CYLINDER MISSING TOP SPARK PLUG, ALL TOP SPARK PLUG LEADS WERE ON HAND TIGHT, AND TWO CHAMPION LAWN AND GARDEN BATTERY WERE INSTALLED FOR THE AIRCRAFT BATTERY SYSTEM ",1
"ON JUNE 8, 1998M AT 1055 HOURS PACIFIC DAYLIGHT TIME, A SAAB 91B, N6370L, WENT OFF THE END OF THE RUNWAY DURING AN ABORTED TAKEOFF AT THE BENTON FIELD AIRPORT, REDING, CALIFORNIA  THE AIRCRAFT SUSTAINED SUBSTANTIAL DAMAGE, AND THE COMMERCIAL PILOT AND PASSENGER, THE SOLE OCCUPANTS, WERE NOT INJURED  VISUAL METEOROLOGICAL CONDITIONS PREVAILED FOR THE LOCAL PERSONAL FLIGHT AND NO FLIGHT PLAN WAS FILED  THE PILOT REPORTED THAT ON THE TAKEOF ROLL, HE DIDN'T FEEL AS IF THE ENGINE WAS PRODUCING FULL POWER  HE APPLIED THE BRAKES IN AN ATTEMPT TO ABORT THE TAKEOFF AND SUBSEQUENTLY GROUND LOOPED THE AIRCRAFT  THE RIGHT MAIN LANDING GEAR COLLAPSED AND THE AIRCRAFT CAME TO REST UPRIGHT OFF THE EDGE OF THE RUNWAY  THE PILOT REPORTED TO THE SAFETY BOARD THAT HE REALIZED THAT HE HAD THE CARBURETOR HEAT ON AT THE TIME OF TAKEOFF   ON JUNE 08, 1998, MR  LARS LJUNGQVIST BEGAN HIS TAKEOFF ROLL IN N6370L, A SAAB 91B, SERIAL NUMBER 266  NOTE: THIS AIRCRAFT IS CERTIFICATED IN THE EXPERIMENTAL EXHIBITION CATEGORY  WITNESS REPORTS WERE THAT THE ENGINE SOUNDED LIKE IT WAS NOT MAKING FULL POWER  THE PILOT MR  LJUNQVIST ABORTED                                                                          THE TAKEOFF BUT COULD NOT STOP IN TIME AND RAN OFF THE END OF THE RUNWAY, BREAKING OFF THE LANDING GEAR, BREAKING ONE PROPELLER BLADE AND CAUSING SUBSTANTIAL DAMAGE TO THE AIRCRAFT  VISUAL INSPECTION OF THE WRECKAGE SHOWED THAT THE CARBURETOR HEAT WAS SELECTED TO THE HOT POSITION AT THE TIME OF TAKEOFF ",1
UPON TAKEOFF AIRCRAFT WOULD NOT ACCELERATE  LANDING GEAR WOULD NOT RETRACT   AIRCRAFT CIRCLED SIMI VALLEY TO BURN FUEL AND RETURN TO LAND NORMALLY WITH 3 GREEN LIGHTS   MET WITH JEFF FRITZ D O M  FOR AVJET 135   MR  FRITZ STATED FLT  CREW DID NOT REMOVE NOSE GEAR PIN BEFORE FLIGHT   aircraft DEPARTED BUR DESTINATION HNL  aircraft RETURN TO BUR WITHOUT INCIDENT   NO FURTHER INSP WAS REQUIRED   RECOMMEND FOLLOW-UP BY OPERATION UNIT ,1
"ON THE ABOVE DATE AND TIME EMERY 0 HEAVY WAS DEPARTING DAY WHEN THE MAIN CARGO DOOR OPENED FOR UNKNOWN REASONS  ACCORDING TO STATEMENTS BY THE FLIGHT CREW THEY PERFORMED ALL PREFLIGHT CHECKS TO INCLUDE PROCEEDURES FOR PROPER CLOSING OF THE MAIN CARGO DOOR  THE OPERATOR CAUSED THE AIRCRAFT TO BE REMOVED FROM DAY BEFORE FAA INVESTIGATORS WERE ABLE TO CONDUCT AN INSPECTION OF THE MAIN CARGO DOOR AND RELATED SYSTEMS  STATEMENTS BY THE COMPANY AND CREWMEMBERS ARE IN CONFLICT AS TO THE CAUSE OF THE DOOR OPENING  ACCORDING TO ALL CREWMEMBERS THE TAKEOFF FROM DAY WAS NORMAL UNTIL JUST PRIOR TO V1  AT THAT POINT CAPTAIN RACHFORD STATED THAT THE  AIRCRAFT DID NOT WANT TO ROTATE  THIS WAS ALSO ACCOMPANIED WITH A LOUD ROARING NOISE WHICH THE CREW INITIALLY SUSPECTED TO BE A MALFUNCTION OF THE NUMBER TWO ENGINE  AS THE AIRCRAFT WAS GOING THROUGH00 FEET AGL THE DAY ATCT ADVISED THE FLIGHT THAT THE MAIN CARGO DOOR WAS COMING OPEN, AND CLEARED THE AIRCRAFT FOR RETURN TO LAND ON RUNWAY 6R  ON THE DOWNWIND LEG A LOUD BANG WAS HEARD  IT IS ASSUMED THAT THIS WAS THE MAIN CARGO DOOR SLAMMING BACK AGAINST THE FUSELAGE OF THE AIRCRAFT  CAPTAIN RACHFORD STATES THAT OTHER THAN DIFFICULTY WITH   ROLL CONTROL THE AIRCRAFT WAS FOR THE MOST PART NORMAL  THE CREW STATED THAT IT WAS NECESSARY TO LOWER THE MAIN LANDING GEAR TO REGAIN THE USE OF THE SPOILERS FOR ADDED ROLL CONTROL  MAXIMUM BANK UTILIZED WAS 20 DEGREES  THE AIRCRAFT WAS ABLE TO RETURN TO THE AIRPORT WITHOUT FURTHER INCIDENT  ON TOUCH DOWN THE MAIN CARGO DOOR WARNING LIGHT ILLUMINATED  THE AIRCRAFT THEN RETURNED TO THE RAMP UNDER IT'S OWN POWER  THE AIRCRAFT WAS MET BY EWA OFFICIALS WHO IMMEDIATELY BOARDED THE AIRCRAFT  MR  MALSON STATES THAT NOTHING WAS DISTURBED  THE FLIGHT CREW STATES THAT maintenance PERSONNEL BOARDING THE AIRCRAFT IMMEDIATELY BEGAN PULLING CIRCUIT BREAKERS  THESE STATEMENTS ARE IN CONFLICT   CREWMEMBERS ARE UNWAVERING IN THEIR ASSERTION THAT THE MAIN CARGO DOOR WAS CLOSED IN ACCORDANCE WITH EMERY WORLDWIDE AIRLINE PROCEDURES  THE COMPANY REPRESENTATIVE, DAVID MALSON, DIRECTOR OF AIRLINE SAFETY, IS JUST AS UNWAVERING IN HIS ASSERTION THAT THE SECOND OFFICER, MATTHEW J  COMLISH, DID NOT CLOSE THE MAIN CARGO DOOR IN ACCORDANCE WITH EMERY WORLDWIDE AIRLINE PROCEDURES  DURING THE COURSE OF THE INVESTIGATION SEVERAL INCONSISTENCIES  WERE UNCOVERED  ALL CREWMEMBERS, INCLUDING A JUMP SEAT RIDER,    SEE PAGE #2 OF CONTINUATION STATE THAT THE MAIN CARGO DOOR LIGHT WAS EXTINGUISHED DURING THE TAXI OUT AT DAY  THE CREW, INCLUDING THE JUMP SEAT RIDER, ALL INSIST THE MAIN CARGO DOOR WARNING LIGHT DID NOT COME ON UNTIL THE AIRCRAFT TOUCHED DOWN ON RUNWAY 6R AT DAY ",1
LOUD BANG AND SHUDDER ENROUTE  SAW SPARKS AT ROTOR  RETURNED  ENGINE COWLING SEPERATED  COWL NOT FASTENED ,1
"ON JUNE 17, 1998, AN AS-350-BA HELICOPTER DEPARTED LIHUE AIRPORT ON THE ISLAND OF KAUAI, HAWAII, THE PILOT HAD NEGLECTED TO LATCH THE TRANSMISSION COWLING AFTER HIS PREFLIGHT OF THE AIRCRAFT  THE TOWER NOTIFIED THE PILOT OF THE COWLING OPEN AND THE PILOT RETURNED TO LAND  THERE WAS MINIMAL DAMAGE AND THE AIRCRAFT WAS RETURNED TO SERVICE WITH ONLY MINOR DAMAGE TO THE COWLING NOT AFFECTING AIRWORTHINESS OF THE AIRCRAFT ",1
"ON MAY 15, 1999, AT 17 ALASKA DAYLIGHT TIME, A TAILWHEEL EQUIPPED PIPER PA-20 AIRPLANE, N8883C, SUSTAINED SUBSTANTIAL DAMAGE WHEN IT DEPARTED THE EDGE OF RUNWAY 19 AT THE DILLINGHAM AIRPORT, DILLINGHAM, ALASKA  THE COMMERCIAL PILOT AND SOLE PASSENGER WERE NOT INJURED  THE AIRPLANE WAS BEING OPERATED UNDER  CFR PART 91 AS A PERSONAL FLIGHT BY THE PILOT AND HIS WIFE  THE PILOT ORIGINALLY INTENDED TO DEPART FOR THE VILLAGE OF EKUK, BUT WAS RETURNING TO PARK AFTER TAXIING FOR TAKEOFF  VISUAL METEOROLOGICAL CONDITIONS PREVAILED AT THE TIME OF THE ACCIDENT, AND NO FLIGHT PLAN WAS FILED  THE PILOT TOLD THE NTSB INVESTIGATOR-IN-CHARGE IIC DURING A TELEPHONE INTERVIEW ON MAY 18, THAT DURING HIS INITIAL TAXI, THE AIRPLANE DID NOT STEER CORRECTLY, BUT HE COULD NOT DETERMINE THE REASON  HE TOLD THE IIC THAT HE DECIDED TO RETURN TO PARKING  DURING THE RETURN TAXI ON RUNWAY 19, THE NOSE OF THE AIRPLANE TURNED TO THE LEFT 270 DEGREES, AND THE PILOT WAS UNABLE TO CONTROL THE TURN WITH RUDDER INPUT OR BRAKING  THE TAILWHEEL SUPPORT STRUCTURE, AND CENTER EMPENNAGE, SUSTAINED SUBSTANTIAL DAMAGE  THE PILOT TOLD THE IIC THAT AFTER THE ACCIDENT, HE DISCOVERED THE EXTERNAL RUDDER GUST LOCK STILL INSTALLED  REPORTED WINDS AT THE TIME OF THE ACCIDENT WERE 210 DEGREES AT 7 KNOTS  RUNWAY 19 MEASURES 6 FEET LONG BY 150 FEET WIDE   ALBERT BALL, THE PILOT IN COMMAND, STATED THAT UPON TAXIING OUT, THE AIRCRAFT DID NOT FEEL RIGHT AND HE HAD TROUBLE WITH DIRECTIONAL CONTROL OF THE AIRCRAFT  THE WIND WEATHER VANED THE AIRCRAFT WITH THE MAIN WHEELS STAYING ON THE RUNWAY AND THE TAIL SWINGING OUT AND DOWN AN EMBANKMENT  THE PIC STATED THAT THE AIRCRAFT SUSTAINED DAMAGE TO THE EMPENNAGE, TAIL AREA AND TAIL WHEEL ASSEMBLY  THE PIC STATED UPON GETTING OUT OF THE AIRCRAFT HE NOTICED THAT THE EXTERNAL RUDDER LOCK WAS STIL INSTALLED PRIVACY DATA OMITTED                                                                           THE PILOT STATED THAT DURING TAXI FOR TAKEOFF THE TAILWHEEL EQUIPPED AIRPLANE DID NOT STEER CORRECTLY  HE SAID THAT HE DECIDED TO RETURN TO PARKING  WHILE RETURNING TO PARK, THE AIRPLANE TURNED TO THE LEFT 270 DEGREES, SUBSTANTIALLY DAMAGING THE EMPENNAGE  POSTACCIDENT INSPECTION REVEALED THE RUDDER GUST LOCK WAS STILL INSTALLED ON THE TAIL ",1
"STUDENT PRFLIGHTED, FOUND WATER  DRAINED UNTIL HE THOUGHT HE HAD ALL THE WATER OUT  TOLD INSTRUCTOR  INSTRUCTOR TOLD STUDENT THAT WAS NORMAL ESPECIALLY AFTER HARD RAIN  ENGINE FAILED 100 FEET AGL AFTER TAKEOFF BUT STARTED AGAIN JUST PRIOR TO LANDING OFF THE END OF THE RUNWAY  INSTRUCTOR TAXIED BACK TO FBO AND FOUND LARGE QUANTITIES OF WATER IN ALL TANKS ",1
"DURING GLIDER TOW AT 150FT AGL THE CANOPY OPENED  RELEASED TOW AND TRIED RETURN  SEPEATED GAR AND TAIL LANDING   DURING TAKEOFF CLIMB FROM RUNWAY , ABOUT 150 TO 200 FEET ABOVE THE GROUND, THE REAR CANOPY OF THE GLIDER OPENED  THE PILOT RELEASED THE TOWLINE AND ATTEMPTED TO RETURN TO THE RUNWAY   DURING THE ENSUING LANDING, THE GLIDER 'GROUND LOOPED,' STRIKING ITS RIGHT WING ON THE GROUND   THE PILOT REPORTED THAT HE FORGOT TO LATCH THE CANOPY PRIOR TO TAKEOFF                                                        ON JULY 5, 1998, AT 15 CDT, A GROB GLIDER, N103GG, WHILE UNDER TOW, THE CANOPY CAME OPEN AND THE PILOT RELEASED THE TOW ROPE AND ELECTED TO RETURN TO THE AIRPORT  DURING THE LANDING, THE PILOT TRIED TO AVOID A HANGER CATCHING THE RIGHT WING TIP CAUSING THE GLIDER TO GROUND LOOP ",1
FUEL COP IMPROPERLY SECURED AFTER FUELDING  CAP CAME OFF IN CRUISE FLIGHT ALLOWING FUEL TO SYPHON OUT OF THE WING TANK  AIRCRAFT MADE A PRECAUTIONARY LANDING AT RIC WITHOUT INCIDENT  COUNSELED PILOT ON IMPORTANCE OF A THOROUGH PREFLIGHT INSPECTION ,1
"PILOT TOOK OFF ON RUNWAY  AT GPZ  SHORTLY AFTER TAKEOFF, AT APPROXIMATELY 200-300 FEET AGL, THE ENGINE QUIT  THE PILOT MADE A RIGHT TURN TO LAND ON RUNWAY 10 GRASS  ON LANDING, THE ENGINE STARTED AGAIN AND THE AIRCRAFT RAN OFF THE END OF THE RUNWAY  NO INJURIES AND ONLY MINOR DAMAGE  APPROXIMATELY ONE QUART OF WATER WAS FOUND IN FUEL TANKS  ENGINE QUIT DUE TO WATER IN THE FUEL  COUNSELING COMPLETED PER MSP FSDO ASPM ",1
WHILE TAXIING FROM THE HANGER 6 WEST AT THE PURDUE AIRPORT LAF THE STUDENT PILOT LOST CONTROL OF THE AIRCRAFT AND ALLOWED THE AIRCRAFT TO STRIKE ANOTHER AIRCRAFT PARKED IN THE TIE DOWN AREA ,1
"NARRATIVE: NORMAL TWO PILOT OPERATION BUT BECAUSE THIS WAS A maintenance RUN TO DAYTON, ONLY ONE PILOT PERFORMED PREFLIGHT & TOWED AIRCRAFT FROM HANGAR  TUG STARTED TO ROLL, CAUSING CONCERN TO PILOT, WHO THEN FORGOT TO GO BACK AND GET TOW BAR  HE APPROACHED aircraft FROM THE REAR, GOT IN, & DEPARTED MFD  HE EXPERIENCED aircraft YAW WHICH STOPPED WHEN GEAR WAS RAISED, BUT THEN HAD A GEAR PROBLEM INDICATION  HE REALIZED WHAT HE HAD DONE, CALLED ATC AT DAY AND ASKED FOR FLY-BY TO CONFIRM  HE LANDED WITHOUT FURTHER INCIDENT  DAMAGE ONLY SUSTAINED TO NOSE GEAR DOORS  PRIVACY DATA OMITTED",1
SLOW SPEED ON TAKEOFF  BEGAN DUMPING LOAD  ROTATED END RUNWAY  SETTLED HIT DITCH  NOSED OVER  FAILED CHECK GROSS WT,1
"THE HELICOPTER LOST ENGINE POWER DURING TAKEOFF DUE TO CONTAMINATED FUEL  THE COMMERCIAL HELICOPTER PILOT STATED THAT THE NIGHT BEFORE THE ACCIDENT FLIGHT, THE FUELING TRUCK, WHICH CONTAINED THREE TANKS ONE EACH FOR WATER, CHEMICALS, AND FUEL, WAS CHECKED  THE PILOT STATED THAT THE FUEL APPEARED `NORMAL' THAT NIGHT  THE FOLLOWING DAY, PRIOR TO THE ACCIDENT FLIGHT, THE HELICOPTER WAS `REFUELED WITHOUT SUMPING THE TANKS ' THE PILOT ADDED THAT DURING TAKEOFF, THE ENGINE LOST POWER ABOUT 50 FEET ABOVE THE GROUND, AT 30 MILES PER HOUR  HE EXECUTED AN AUTOROTATION TO THE GROUND WHERE THE MAIN ROTOR BLADES IMPACTED THE TAIL BOOM AND THE TAIL ROTOR BLADES CONTACTED THE GROUND  THE PILOT STATED THAT HE FOUND 20 GALLONS OF WATER IN THE HELICOPTER'S FUEL TANK AFTER THE ACCIDENT  HE ADDED THAT HE DISCOVERED THE FUEL TRUCK HAD A CRACK IN BETWEEN THE WATER AND FUEL TANKS  APPROXIMATELY 80 GALLONS OF WATER HAD LEAKED INTO THE TRUCK'S FUEL TANK  THE FUEL TRUCK WAS `SUPPOSED TO HAVE AN AQUA STOP FILTER INSTALLED THAT WILL NOT PUMP IF WATER IS PRESENT BUT THE WRONG FILTER WAS INSTALLED '",1
"ON AUG  2, 1999, N711BN, A BE-90, DEPARTED FROM WEST PALM BEACH INT'L WITH PILOT DUANE CRITHFIELD, CERTIFICATE #505589875, AND FOUR PASSENGERS  DURING CRUISE ALTITUDE, THE AIRCRAFT LOST IT'S MAIN CARGO/PASSENGER DOOR   THE DOOR LANDED BY A CHURCH   THE AIRCRAFT LANDED AT PBI WITHOUT FURTHER INCIDENT   THE INSPECTION OF THE AIRCRAFT REVEALED THAT THERE WAS NO DAMAGE TO THE LATCHING PORTION ON THE AIRFRAME   THE DOOR LATCHES WORKED THROUGH THE FULL TRAVEL   THE BOTTOM ATTACHMENT POINT AND PIANO HINGE WERE DAMAGED   THE PILOT STATES IN HIS STATEMENT TO THIS OFFICE THAT A PRIVATE PILOT, OTHER THAN HIMSELF, CLOSED AND SECURED THE DOOR ",1
DEPARTED HYA TO REPOSITION TO ACK  DOOR LIGHT CAME ON  TRIED CLOSE CREW DOOR  DOOR DEPARTED  RETURNED  CUT HIS ARM ,1
TRANSMISSION ACCESS DOOR SEPARATED HIT MAIN ROTOR  LANDED OK  MECHANIC HAD FAILED TO LATCH DOOR AFTER maintenance ,1
NOSE GEAR FAILED TO RETRACT AFTER TAKE OFF  EMERGENCY EQUIPMENT WAS NOTIFIED BUT NOT ON STANDBY   THE BOEING 737 AIRCRAFT LANDED WITHOUT INCIDENT AND RETURNED TO THE GATE   maintenance DISCOVERED LANDING NOSE GEAR PIN INSTALLED IN THE DOWNLOCK ,1
